Metadata Signature: 0x2d4 0x10001424a5342 12
.NET Version: v4.0.30319
Number of Metadata Streams: 5
DirectoryAddress: 6c Size: 3c0
Stream name: #~ 4
DirectoryAddress: 42c Size: 4c8
Stream name: #Strings 12
DirectoryAddress: 8f4 Size: 4
Stream name: #US 4
DirectoryAddress: 8f8 Size: 10
Stream name: #GUID 8
DirectoryAddress: 908 Size: 180
Stream name: #Blob 8
[Strings]
nth paddr      vaddr      len size section type    string
―――――――――――――――――――――――――――――――――――――――――――――――――――――――――
0   0x0000004d 0x0000004d 44  45           ascii   !This program cannot be run in DOS mode.\r\r\n$
1   0x00000178 0x00000178 5   6            ascii   .text
2   0x0000019f 0x0000019f 6   7            ascii   `.rsrc
3   0x000001c7 0x000001c7 7   8            ascii   @.reloc
4   0x000002bf 0x004020bf 4   5    .text   ascii   \n*J 
5   0x000002d3 0x004020d3 5   6    .text   ascii   *BSJB
6   0x000002e4 0x004020e4 10  11   .text   ascii   v4.0.30319
7   0x00000308 0x00402108 8   9    .text   ascii   #Strings
8   0x00000328 0x00402128 5   6    .text   ascii   #GUID
9   0x00000338 0x00402138 5   6    .text   ascii   #Blob
10  0x00000701 0x00402501 8   9    .text   ascii   kernel32
11  0x0000070a 0x0040250a 19  20   .text   ascii   ConsoleApplication5
12  0x0000071e 0x0040251e 29  30   .text   ascii   __StaticArrayInitTypeSize=738
13  0x0000073c 0x0040253c 8   9    .text   ascii   <Module>
14  0x00000745 0x00402545 30  31   .text   ascii   <PrivateImplementationDetails>
15  0x00000764 0x00402564 40  41   .text   ascii   CB85C87806D3199A7E642A892C966DF82D4ED4CE
16  0x0000078d 0x0040258d 22  23   .text   ascii   PAGE_EXECUTE_READWRITE
17  0x000007a4 0x004025a4 10  11   .text   ascii   MEM_COMMIT
18  0x000007af 0x004025af 4   5    .text   ascii   inja
19  0x000007b4 0x004025b4 8   9    .text   ascii   mscorlib
20  0x000007bd 0x004025bd 12  13   .text   ascii   VirtualAlloc
21  0x000007ca 0x004025ca 10  11   .text   ascii   lpThreadId
22  0x000007d5 0x004025d5 12  13   .text   ascii   CreateThread
23  0x000007e2 0x004025e2 11  12   .text   ascii   VirtualFree
24  0x000007ee 0x004025ee 18  19   .text   ascii   RuntimeFieldHandle
25  0x00000801 0x00402601 15  16   .text   ascii   GetModuleHandle
26  0x00000811 0x00402611 11  12   .text   ascii   CloseHandle
27  0x0000081d 0x0040261d 7   8    .text   ascii   hHandle
28  0x00000825 0x00402625 6   7    .text   ascii   handle
29  0x0000082c 0x0040262c 7   8    .text   ascii   hModule
30  0x00000834 0x00402634 8   9    .text   ascii   procName
31  0x0000083d 0x0040263d 10  11   .text   ascii   lpFileName
32  0x00000848 0x00402648 10  11   .text   ascii   moduleName
33  0x00000853 0x00402653 10  11   .text   ascii   dwFreeType
34  0x0000085e 0x0040265e 9   10   .text   ascii   ValueType
35  0x00000868 0x00402668 16  17   .text   ascii   flAllocationType
36  0x00000879 0x00402679 26  27   .text   ascii   CompilerGeneratedAttribute
37  0x00000894 0x00402694 13  14   .text   ascii   GuidAttribute
38  0x000008a2 0x004026a2 19  20   .text   ascii   DebuggableAttribute
39  0x000008b6 0x004026b6 19  20   .text   ascii   ComVisibleAttribute
40  0x000008ca 0x004026ca 22  23   .text   ascii   AssemblyTitleAttribute
41  0x000008e1 0x004026e1 26  27   .text   ascii   AssemblyTrademarkAttribute
42  0x000008fc 0x004026fc 24  25   .text   ascii   TargetFrameworkAttribute
43  0x00000915 0x00402715 28  29   .text   ascii   AssemblyFileVersionAttribute
44  0x00000932 0x00402732 30  31   .text   ascii   AssemblyConfigurationAttribute
45  0x00000951 0x00402751 28  29   .text   ascii   AssemblyDescriptionAttribute
46  0x0000096e 0x0040276e 31  32   .text   ascii   CompilationRelaxationsAttribute
47  0x0000098e 0x0040278e 24  25   .text   ascii   AssemblyProductAttribute
48  0x000009a7 0x004027a7 26  27   .text   ascii   AssemblyCopyrightAttribute
49  0x000009c2 0x004027c2 24  25   .text   ascii   AssemblyCompanyAttribute
50  0x000009db 0x004027db 29  30   .text   ascii   RuntimeCompatibilityAttribute
51  0x000009f9 0x004027f9 4   5    .text   ascii   Byte
52  0x000009fe 0x004027fe 23  24   .text   ascii   ConsoleApplication5.exe
53  0x00000a16 0x00402816 11  12   .text   ascii   dwStackSize
54  0x00000a22 0x00402822 6   7    .text   ascii   dwSize
55  0x00000a29 0x00402829 4   5    .text   ascii   size
56  0x00000a2e 0x0040282e 25  26   .text   ascii   System.Runtime.Versioning
57  0x00000a48 0x00402848 7   8    .text   ascii   Marshal
58  0x00000a50 0x00402850 5   6    .text   ascii   param
59  0x00000a56 0x00402856 7   8    .text   ascii   Program
60  0x00000a5e 0x0040285e 6   7    .text   ascii   System
61  0x00000a65 0x00402865 4   5    .text   ascii   Main
62  0x00000a6a 0x0040286a 17  18   .text   ascii   System.Reflection
63  0x00000a7c 0x0040287c 4   5    .text   ascii   Zero
64  0x00000a81 0x00402881 11  12   .text   ascii   lpStartAddr
65  0x00000a8d 0x0040288d 12  13   .text   ascii   GetLastError
66  0x00000a9a 0x0040289a 5   6    .text   ascii   .ctor
67  0x00000aa0 0x004028a0 6   7    .text   ascii   .cctor
68  0x00000aa7 0x004028a7 6   7    .text   ascii   IntPtr
69  0x00000aae 0x004028ae 18  19   .text   ascii   System.Diagnostics
70  0x00000ac1 0x004028c1 14  15   .text   ascii   dwMilliseconds
71  0x00000ad0 0x004028d0 30  31   .text   ascii   System.Runtime.InteropServices
72  0x00000aef 0x004028ef 31  32   .text   ascii   System.Runtime.CompilerServices
73  0x00000b0f 0x0040290f 14  15   .text   ascii   DebuggingModes
74  0x00000b1e 0x0040291e 18  19   .text   ascii   lpThreadAttributes
75  0x00000b31 0x00402931 15  16   .text   ascii   dwCreationFlags
76  0x00000b41 0x00402941 4   5    .text   ascii   args
77  0x00000b46 0x00402946 14  15   .text   ascii   RuntimeHelpers
78  0x00000b55 0x00402955 14  15   .text   ascii   GetProcAddress
79  0x00000b64 0x00402964 9   10   .text   ascii   lpAddress
